column_1,column_2,column_3,column_4,column_5
825,Martin-Louis Riu,Assistant Adjunct Professor,Chemistry and Biochemistry,UCLA
826,Aneesh Manohar,Distinguished Professor Emeritus,Physics,UC San Diego
827,Abi Gopal,Assistant Professor,Mathematics,UC Davis
828,Bryan McCloskey,Chair,Chemical & Biomolecular Engineering,UC Berkeley
829,Jeffrey Reimer,Distinguished Professor of the Graduate School,Chemical and Biomolecular Engineering,UC Berkeley
830,Tao Ye,Professor,Chemistry & Biochemistry,UC Merced
831,Lin Lin,Professor,Mathematics,UC Berkeley
832,Yi Zhang,Professor,Computer Science and Engineering,UC Santa Cruz
833,Ed McDevitt,Continuing Lecturer,Economics,UCLA
834,Christian Gaetz,Assistant Professor,Mathematics,UC Berkeley
835,Alan Heyduk,Professor,Chemistry,UC Irvine
836,Adebisi Agboola,Professor,Mathematics,UC Santa Barbara
837,Amanda Holton,Professor of Teaching,Chemistry,UC Irvine
838,Kenny Easwaran,Professor,Logic and Philosophy of Science,UC Irvine
839,Steve Mang,Associate Professor of Teaching,Chemistry,UC Irvine
840,Kimberly D Edwards,Professor of Teaching,Chemistry,UC Irvine
841,Ramesh Arasasingham,Professor of Teaching,Chemistry,UC Irvine
842,Seunghyun Sim,Assistant Professor,Chemistry,UC Irvine
843,Michael Burkart,Professor,Chemistry,UC San Diego
844,Chang Liu,Professor,Biomedical Engineering,UC Irvine
845,Dina Zhabinskaya,Continuing Lecturer,Physics,UC Davis
846,Ilan Ben-Yaacov,Professor of Teaching,Electrical and Computer Engineering,UC Santa Barbara
847,James Sethian,Professor of Mathematics,Mathematics,UC Berkeley
848,Scott Kitchen,Professor,Medicine,UCLA
849,Suzanne Blum,Professor,Chemistry,UC Irvine
850,Neil Tsutsui,Professor,"Environmental Science, Policy, & Management",UC Berkeley
851,Gregory Parker,Lecturer,Mathematics,UC Berkeley
852,Karen Nakamura,Professor and Haas Distinguished Chair in Disability Studies,Anthropology,UC Berkeley
853,Daniel Kamei,Professor,Bioengineering,UCLA
854,Richard Firtel,"Distinguished Professor, Emeritus",Cell & Developmental Biology,UC San Diego
855,Daniel Boyarin,"Taubman Professor of Talmudic Culture, emeritus",MELC and Rhetoric,UC Berkeley
856,David Romps,Professor,Earth and Planetary Science,UC Berkeley
857,Ery Arias-Castro,Professor,Mathematics and Data Science,UC San Diego
858,Claudia Czimczik,Professor,Earth System Science,UC Irvine
859,Jaimie Marie Stewart,Assistant Professor,Bioengineering,UCLA
860,Michael Perry,Assistant Professor,Cell & Developmental Biology,UC San Diego
861,Jacob Schmidt,Professor,Bioengineering,UCLA
862,Abigail De Kosnik,Associate Professor,"Theater, Dance, and Performance Studies and Berkeley Center for New Media",UC Berkeley
863,Phillip Rogaway,Professor Emeritus,Computer Science,UC Davis
864,Linda Wilbrecht,Professor,Psychology and Neuroscience,UC Berkeley
865,Simon Board,Professor,Economics,UCLA
866,Auyon Siddiq,Associate Professor,Anderson School of Management,UCLA
867,Becky Hsu,Continuing Lecturer,College Writing Programs,UC Berkeley
868,Achuta Kadambi,Associate Professor,"Electrical Engineering, Computer Science",UCLA
869,Rachel Wagner Martin,Professor,Chemistry,UC Irvine
870,Jon McAuliffe,Adjunct Professor,Statistics,UC Berkeley
871,Stefano Soatto,Professor,Computer Science,UCLA
872,Aydin Babakhani,Professor,ECE,UCLA
873,Jason Zhang,Assistant Professor,Bioengineering,UCLA
874,Subramanian S. Iyer,Distinguished Professor,Electrical Engineering,UCLA
875,Nader Sehatbakhsh,Assistant Professor,Electrical and Computer Engineering,UCLA
876,Lindsay Hinck,Distinguished Professor,"Molecular, Cell and Developmental Biology",UC Santa Cruz
877,Puneet Gupta,Professor,ECE,UCLA
878,Liang Gao,Professor,Bioengineering,UCLA
879,Sudhir Joshi,Lecturer,Chemical and Biomolecular Engineering,UC Berkeley
880,Asad A Abidi,Distinguished Professor,Electrical and Computer Engineering,UCLA
881,Jeffrey Streets,Professor,Mathematics Department,UC Irvine
882,Hongquan Xu,Professor,Statistics and Data Science,UCLA
883,Kenneth W. Wachter,Emeritus Professor,Demography and Statistics,UC Berkeley
884,Abel Klein,Distinguished Professor Emeritus,Mathematics,UC Irvine
885,Neil Donaldson,Continuing Lecturer,Mathematics,UC Irvine
886,Frank Bäuerle,Teaching Professor,Mathematics,UC Santa Cruz
887,Maxwell Chertok,Professor,Physics and Astronomy,UC Davis
888,Marcelo Wood,Professor,Neurobiology and Behavior,UC Irvine
889,Daniel V Simonson,Lecturer,Mathematics,UC Irvine
890,Song Li,Professor,Bioengineering,UCLA
891,Christina M Gremel,Professor,Psychology,UC San Diego
892,Mihir Bellare,Professor,Computer Science and Engineering,UC San Diego
893,Daniel Rokhsar,Professor,"Molecular & Cell Biology, and Physics",UC Berkeley
894,Ryan Julian,Professor,Chemistry,UC Riverside
895,Peter Petersen,Distinguished Professor,Mathematics,UCLA
896,Nanyun Peng,Associate Professor,Computer Science,UCLA
897,Marcus Roper,Undergraduate Vice Chair,Mathematics,UCLA
898,Kristin Lagattuta,Professor and Chair,Psychology,UC Davis
899,Mani Srivastava,Distinguished Professor & Vice Chair,Electrical & Computer Engineering,UCLA
900,George Santellano,Lecturer,Mathematics,UC Riverside
901,Sergey Nizkorodov,Professor,Chemistry,UC Irvine
902,Nien-Hui Ge,Professor,Chemistry,UC Irvine
903,David Attwood,Professor Emeritus,"EECS, AS&T",UC Berkeley
904,Charles Marshall,Distinguished Professor,"Integrative Biology, University of California Musuem of Paleontology",UC Berkeley
905,Richard E. Korf,Professor Emeritus,Computer Science,UCLA
906,Susan A Maslan,Associate Professor,French,UC Berkeley
907,Carlos G. Levi,Mehrabian Distinguished Professor of Materials Emeritus,Materials Department,UC Santa Barbara
908,Jessica Boles,Assistant Professor,Electrical Engineering and Computer Sciences,UC Berkeley
909,Cristina Farronato,Lecturer,Italian Studies,UC Berkeley
910,Katherine Williams,Clinical Professor,Psychiatry,UC San Diego
911,Ryan Tibshirani,Professor and Chair,Statistics,UC Berkeley
912,Lindsay A. Hampson,Associate Professor,Urology,UC San Francisco
913,Michael Bottom,Assistant Professor,Astronomy,UC Berkeley
914,Inwon Kim,Professor,Mathematics,UCLA
915,Xin Sun,Professor,CDB,UC San Diego
916,Soichiro Yamauchi,Assistant Professor,Political Science,UC San Diego
917,Guanyu Su,Assistant Professor,Nuclear Engineering,UC Berkeley
918,Igor Jovanovic,Professor,Nuclear Engineering,UC Berkeley
919,Youngho Seo,Professor,Nuclear Engineering,UC Berkeley
920,Aditya Parameswaran,Associate Professor,EECS,UC Berkeley
921,Mark Mueller,Associate Professor,Mechanical Engineering,UC Berkeley
922,Dora L. Costa,Professor,Economics,UCLA
923,Julian Betts,Professor,Economics,UC San Diego
924,Patricia LiWang,Professor,Molecular Cell Biology,UC Merced
925,Szu Wang,Professor,Chemical & Biomolecular Engineering,UC Irvine
926,Juliana Londoño Vélez,Assistant Professor of Economics,Economics,UCLA
927,Hugo A Hopenhayn,Professor,Economics,UCLA
928,Jennifer Lu,Professor,Materials Science and Engineering,UC Merced
929,Chris Surro,Assistant Adjunct Professor,Economics,UCLA
930,Yakun Sophia Shao,Associate Professor,EECS,UC Berkeley
931,Igor Barsukov,Associate Professor,Physics and Astronomy,UC Riverside
932,Lee Bernstein,Professor,Nuclear Engineering,UC Berkeley
933,Tran Nguyen,Associate Professor,Environmental Toxicology,UC Davis
934,Nicholas Ingolia,Professor,Molecular and Cell Biology,UC Berkeley
935,Matthew Berry,Lecturer,UGIS - Media Studies,UC Berkeley
936,Michael Jansson,Professor,Economics,UC Berkeley
937,David Berenstein,Professor,Physics,UC Santa Barbara
938,Nikhil Srivastava,Professor,Mathematics,UC Berkeley
939,Sriram Sankararaman,Professor,"Computer Science, Computational Medicine, Human Genetics,",UCLA
940,Lara Dolecek,Professor,Electrical and Computer Engineering,UCLA
941,Stephen W Bianchi,Continuing Lecturer,Economics,UC Berkeley
942,Joe Gladstone,Assistant Professor,Rady School of Management,UC San Diego
943,Benjamin Ellingson,Professor,Radiological Sciences,UCLA
944,Uma Karmarkar,Associate Professor,Rady School of Management,UC San Diego
945,Georg Striedter,Professor,Neurobiology & Behavior,UC Irvine
946,Eric Bennett,Professor,Cell and Developmental Biology,UC San Diego
947,Andy LiWang,Professor,Chemistry & Biochemistry,UC Merced
948,Kenneth C Wilbur,Professor,Rady School of Management,UC San Diego
949,On Amir,Professor,Rady School of Management,UC San Diego
950,Lee E. Ohanian,Distinguished Professor,Economics,UCLA
951,Emily Chin,Associate Professor,Scripps Institution of Oceanography,UC San Diego
952,Emiliano Gomez,Lecturer,Mathematics,UC Berkeley
953,Robert Evan Sanders,Associate Professor,Rady School of Management,UC San Diego
954,Karsten T Hansen,Professor,The Rady School of Management,UC San Diego
955,Franklin Ow,Continuing Lecturer,Chemistry and Biochemistry,UCLA
956,Hooman Darabi,Assistant Professor of Teaching,ECE,UCLA
957,Anna Ma,Assistant Professor,Mathematics,UC Irvine
958,Larry Cahill,Professor,Neurobiology and Behavior,UC Irvine
959,Ania Jaroszewicz,Assistant Professor,Rady School of Management,UC San Diego
960,David Roland-Holst,Adjunct Professor,ARE,UC Berkeley
961,Kai-Wei Chang,Professor,Computer Science,UCLA
962,Michael D Toney,Professor,Chemistry,UC Davis
963,Yuval Rottenstreich,Professor,Rady School of Management,UC San Diego
964,Allan Timmermann,Professor,Rady school,UC San Diego
965,Mehmet Baykara,Associate Professor,Mechanical and Aerospace Engineering,UC Merced
966,Yanbao Ma,Professor,Mechanical and Aerospace Engineering,UC Merced
967,Richard Faltings,Assistant Professor,Rady School of Management,UC San Diego
968,Francesco Danzi,Assistant Professor,Mechanical and Aerospace Engineering,UC Merced
969,Ron Frostig,Professor,Neurobiology and Behavior,UC Irvine
970,Qixuan Wang,Associate Professor,Mathematics,UC Riverside
971,J. Miguel Villas-Boas,Professor,Haas School of Business,UC Berkeley
972,Savithramma P Dinesh-Kumar,Distinguished Professor and Chair,Department of Plant Biology,UC Davis
973,Jonathan Kao,Associate Professor,"Electrical Engineering, Computer Science, Neurobiology",UCLA
974,Anne Schilling,Distinguished Professor,Department of Mathematics,UC Davis
975,Wes Campbell,Professor,Physics & Astronomy,UCLA
976,Li-Tien Cheng,Professor,Mathematics,UC San Diego
977,Wolfgang Altmannshofer,Associate Professor,Physics,UC Santa Cruz
978,Alyson Mitchell,Professor,Food Science & Technology,UC Davis
979,Daren Wang,Assistant Professor,Math,UC San Diego
980,Ross Parnell-Turner,Associate Professor,Scripps Oceanography,UC San Diego
981,Siting Liu,Assistant Professor,Mathematics,UC Riverside
982,James Peicheng Lin,Professor emeritus,Mathematics,UC San Diego
983,Aaron Tornell,Professor,Economics,UCLA
984,Edward Frenkel,Professor,Mathematics,UC Berkeley
985,Alireza S Golsefidy,Professor,Mathematics,UC San Diego
986,Alexander Sherstov,Professor,Computer Science,UCLA
987,Philip E Gill,Professor,Mathematics,UC San Diego
988,Emanuel Vespa,Professor,Economics,UC San Diego
989,Samuel Bazzi,Professor,School of Global Policy and Strategy and Department of Economics,UC San Diego
990,Kyung Sung,Professor,Radiological Sciences,UCLA
991,Songzi Du,Associate Professor,Economics,UC San Diego
992,Isabel Trevino,Associate Professor,Economics,UC San Diego
993,Randolph E Bank,"Distinguished Professor of Mathematics, emeritus",Mathematics,UC San Diego
994,Tom Erbe,Chair,Music,UC San Diego
995,Graham Elliott,Professor,Economics,UC San Diego
996,Theodore Groves,"Professor, Emeritus",Economics,UC San Diego
997,Nikolay Atanasov,Associate Professor,Electrical and Computer Engineering,UC San Diego
998,Eli Berman,Professor,Economics,UC San Diego
999,Sascha Nicklisch,Assistant Professor,Environmental Toxicology,UC Davis
1000,Valerie Ramey,Professor Emerita,Economics,UC San Diego
1001,Lin Tian,Professor,Physics,UC Merced
1002,Adrian Wadsworth,Professor Emeritus,Mathematics,UC San Diego
1003,Zhibin Guan,Professor,Chemistry,UC Irvine
1004,Andrew Whitehead,"Professor, Chair",Environmental Toxicology,UC Davis
1005,Benjamin Ochoa,Continuing Lecturer,Computer Science and Engineering,UC San Diego
1006,Saul Kato,Associate Professor,Neurology,UC San Francisco
1007,Carlos Dobkin,Professor,Economics,UC Santa Cruz
1008,Piya Pal,Professor,Electrical and Computer Engineering,UC San Diego
1009,Sonia Martinez Diaz,Professor,Dept of Mechanical and Aerospace Engineering,UC San Diego
1010,Diba Mirza,Teaching Professor,Computer Science,UC Santa Barbara
1011,Loren Frank,Professor,Physiology and Psychiatry,UC San Francisco
1012,Catherine Loudon,Professor,Ecology and Evolutionary BIology,UC Irvine
1013,Michael Bowers,Professor,Chemistry and Biochemistry,UC Santa Barbara
1014,Robert H. Rice,Professor,Environmental Toxicology,UC Davis
1015,Marc-Andreas Muendler,Professor and Chair,Economics,UC San Diego
1016,Elizabeth Jarvo,Professor,Chemistry,UC Irvine
1017,Michael Ball,Continuing Lecturer,EECS,UC Berkeley
1018,Yixiao Sun,Professor,Economics,UC San Diego
1019,Melissa Famulari,Teaching Professor,Economics,UC San Diego
1020,Joshua Frisch,Assistant Professor,Mathematics,UC San Diego
1021,"Anil Makam, MD, MAS",Associate Professor in Residence,Medicine,UC San Francisco
1022,Titan Alon,Assistant Professor,Economics,UC San Diego
1023,Sagar Vijay,Assistant Professor,Physics,UC Santa Barbara
1024,Jeffrey Clemens,Professor,Economics,UC San Diego
1025,Lixia Zhang,Professor,Computer Science,UCLA
1026,Brad LeVeck,Associate Professor,Political Science,UC Merced
1027,Wendy Liu,Associate Professor,Rady School of Management,UC San Diego
1028,Gordon Dahl,Professor,Economics,UC San Diego
1029,Aaron Tward,Associate Professor,Otolaryngology - Head and Neck Surgery,UC San Francisco
1030,Zhenghe Zhang,Associate Professor,Mathematics,UC Riverside
1031,Ajay Shenoy,Associate Professor,Economics,UC Santa Cruz
1032,Abel Chuang,Professor,Mechanical and Aerospace Engineering,UC Merced
1033,Juan Herreño,Assistant Professor,Economics,UC San Diego
1034,Gregory Weiss,Professor (retired),Chemistry,UC Irvine
1035,Denis Labutin,Associate Professor,Mathematics,UC Santa Barbara
1036,Ryan Hayes,Assistant Professor,Chemical and Biomolecular Engineering,UC Irvine
1037,Matthew McHenry,Professor,Ecology & Evolutionary Biology,UC Irvine
1038,Ayelet Gneezy,Professor,Rady School of Management,UC San Diego
1039,Suhas Vijaykumar,Assistant Professor,Economics,UC San Diego
1040,Sidra Goldman-Mellor,Associate Professor,Public Health,UC Merced
1041,Giacomo Rondina,Associate Professor of Teaching,Economics,UC San Diego
1042,"Susana Cohen-Cory, PhD",Professor,Neurobiology and Behavior,UC Irvine
1043,Martha Bailey,Professor,Economics,UCLA
1044,Paul Smaldino,Professor,Cognitive & Information Sciences,UC Merced
1045,Raju Metherate,Professor,Neurobiology and Behavior,UC Irvine
1046,Antoinette Stone,"Lecturer, continuing",physics,UC Merced
1047,Gyorgy Lur,Associate professor,Neurobiology and Behavior,UC Irvine
1048,Hamid Jafarkhani,Distinguished Professor,Electrical Engineering & Computer Science,UC Irvine
1049,Alex Filippenko,Distinguished Professor; Class of 1954 Chair,Astronomy,UC Berkeley
1050,Venkatesan Guruswami,Professor,EECS/Mathematics,UC Berkeley
1051,Maria Ninova,Assistant Professor,Biochemistry,UC Riverside
1052,Cindy Robinson,Assistant Professor,Biomolecular Engineering,UC Santa Cruz
1053,Fernando Pérez,Associate Professor,Statistics,UC Berkeley
1054,Maurizio Mazzocco,Professor,Economics,UCLA
1055,Ariel Zucker,Assistant Professor,Economics,UC Santa Cruz
1056,Joan-Emma Shea,Professor,Chemistry and Biochemistry,UC Santa Barbara
1057,Eric Mjolsness,Professor,Computer Science,UC Irvine
1058,Robert Rhew,Professor,Scripps Institution of Oceanography,UC San Diego
1059,Yuri Fialko,Vice Chair,Scripps Institution of Oceanography,UC San Diego
1060,Sarah Gille,Distinguished Professor,Scripps Institution of Oceanography,UC San Diego
1061,Alessandro Palermo,Professor,Structural Engineering,UC San Diego
1062,Mario Milone,Assistant Professor,Rady School of Management,UC San Diego
1063,Olga Dudko,Professor,Physics,UC San Diego
1064,Shaowei Li,Assistant Professor,Assistant Professor,UC San Diego
1065,Shinnosuke Kikuchi,Assistant Professor,School of Global Policy and Strategy,UC San Diego
1066,Brian Shotwell,Associate Teaching Professor,Physics,UC San Diego
1067,Steve Wu,Assistant Professor,Economics,UC San Diego
1068,Bradley Moore,Professor,Scripps Institution of Oceanography,UC San Diego
1069,Joel Yuen-Zhou,Professor,Chemistry,UC San Diego
1070,Dimitri Shlyakhtenko,Professor,Mathematics,UCLA
1071,Sorin Popa,professor,Math Ept,UCLA
1072,Ryan Oprea,Professor,Haas School of Business,UC Berkeley
1073,Elliot McVeigh,Professor,Bioengineering,UC San Diego
1074,Shankar Subramaniam,Professor,Bioengineering,UC San Diego
1075,David G Victor,Distinguished Professor,"Policy, Oceanography, and Mechanical & Aerospace Engineering",UC San Diego
1076,Sundararajan Venkatadriagaram,Associate Teaching Professor,Mechanical Engineering,UC Riverside
1077,Joshua Graff Zivin,Professor,Economics and Global Policy & Strategy,UC San Diego
1078,Janet M Becker,Professor of Teaching,SIO and MAE,UC San Diego
1079,Walter S. Leal,Distinguished Professor,MCB,UC Davis
1080,Richard Averitt,Professor,Physics,UC San Diego
1081,Kiana Aran,Associate professor,Bioengineering,UC San Diego
1082,Tim Fisher,Professor,Mechanical & Aerospace Engineering,UCLA
1083,Prashant Mali,Professor,Bioengineering,UC San Diego
1084,Eric Allen,Professor,Scripps Institution of Oceanography,UC San Diego
1085,David Kleinfeld,Distinguished Professor,Physics and Neurobiology,UC San Diego
1086,Nael Abu-Ghazaleh,Professor,Computer Science and Engineering,UC Riverside
1087,James Fowler,Professor,Political Science,UC San Diego
1088,Georgios Tsampras,Assistant Professor,Structural Engineering,UC San Diego
1089,Ratneshwar LAL,professor,Bioengineering and Mechanical engineering,UC San Diego
1090,Jonathan Shewchuk,Professor,Electrical Engineering and Computer Sciences,UC Berkeley
1091,Elizabeth Jenkins,Professor Emerita,Physics,UC San Diego
1092,David Rafael Santiago-Dieppa,Associate professor,Neurosurgery,UC San Diego
1093,Karen Ferree,Professor,Political Science,UC San Diego
1094,Wayne A. Cornelius,Distinguished Professor emeritus,Political Science,UC San Diego
1095,Marianna Alperin,Professor,SOM,UC San Diego
1096,Simeon Nichter,Associate Professor,Political Science,UC San Diego
1097,Matthew Shtrahman,Associate Professor,SOM,UC San Diego
1098,Katya Krupchyk,Professor,Mathematics,UC Irvine
1099,Megumi Naoi,Associate Professor,Political science,UC San Diego
1100,Ina Simonovska,Associate professor,Economics,UC Davis
1101,Jennifer T. Chayes,Professor,"EECS, Information, Mathematics & Statistics",UC Berkeley
1102,Michael Goodrich,Distinguished Professor,Computer Science,UC Irvine
1103,Athanasios Geromichalos,Professor,Economics,UC Davis
1104,Brian Demsky,Professor,Computer Science,UC Irvine
1105,Stephan Mandt,Associate Professor,Computer Science,UC Irvine
1106,Pierre Baldi,Professor,Computer Science,UC Irvine
1107,Terence Hwa,Professor,Physics,UC San Diego
1108,Gene Tsudik,Distinguished and ICS Alumni Professor,Computer Science,UC Irvine
1109,Dan Feldman,Professor and Chair,Neuroscience,UC Berkeley
1110,Michael Franz,Distinguished Professor,Computer Science,UC Irvine
1111,Gail Heyman,Professor,Psychology,UC San Diego
1112,Guoer Liu,Assistant professor,Political science,UC San Diego
1113,Karen Christman,Professor,Bioengineering,UC San Diego
1114,Kaixuan Ni,Professor,Physics,UC San Diego
1115,Yu-Xiang Wang,Associate Professor,Halicioglu Institute of Data Science,UC San Diego
1116,Sandy Irani,Professor,Computer Science,UC Irvine
1117,Jay Stachowicz,Professor,Evolution and Ecology,UC Davis
1118,Fabian Eckert,Assistant Professor,Economics,UC San Diego
1119,Joshua Samani,Associate Teaching Professor,Physics and Astronomy,UCLA
1120,Feng Xu,Prof,Math,UC Riverside
1121,Gopi Meenakshisundaram,Professor,Computer Science,UC Irvine
1122,Aditi Majumder,Professor,Computer Science,UC Irvine
1123,Qi Zhang,Professor,Environmental Toxicology,UC Davis
1124,Abraham Palmer,Professor,Psychiatry,UC San Diego
1125,Sean Ingham,Associate Professor,Political Science,UC San Diego
1126,Christine Cheng,Associate Professor,Psychiatry,UC San Diego
1127,Heidi Cook-Andersen,Associate Professor,"Obstetrics, Gynecology, and Reproductive Sciences",UC San Diego
1128,Pavel Pevzner,Professor,Computer Science and Engineering,UC San Diego
1129,Michael Rosenfeld,Professor,Medicine,UC San Diego
1130,Aaron Thode,Research Scientist,Scripps Inst Oceanography,UC San Diego
1131,Ricardo Betancur,Associate Professor,Scripps Institution of Oceanography,UC San Diego
1132,Daniel Rudnick,Distinguished Professor,Scripps Institution of Oceanography,UC San Diego
1133,Duncan Agnew,Professor,Scripps Institution of Oceanography,UC San Diego
1134,Amina Schartup,Associate professor,Scripps institution of oceanography,UC San Diego
1135,Paola Cessi,Professo,Scripps Institution of Oceanography,UC San Diego
1136,Marko Lubarda,Associate Professor of Teaching,Mechanical and Aerospace Engineering,UC San Diego
1137,Erkin Şeker,Professor,Electrical and Computer Engineering,UC Davis
1138,Rossen Valkanov,Professor,Rady School of Management,UC San Diego
1139,Kevork N. Abazajian,Professor,Physics & Astronomy,UC Irvine
1140,Padhraic Smyth,Distinguished Professor and Vice-Chair,Department of Computer Science,UC Irvine
1141,Dahiana Arcila,Assistant Professor,Scripps Institution of Oceanography,UC San Diego
1142,Fatemeh Asgarinejad,Assistant Professor of Teaching,ECE,UC Riverside
1143,Daniel Haanwinckel,Assistant Professor,Economics,UCLA
1144,Yehuda Bock,Distinguished Researcher,Institute of Geophysics and Planetary Physics,UC San Diego
1145,Alyssa Taylor Amos,Teaching Professor,Bioengineering,UC San Diego
1146,Jonathan Vogel,Professor,Economics,UCLA
1147,Steven Briggs,Distinguished Professor,Cell & Developmental Biology,UC San Diego
1148,Julien Bonnel,Professor,Scripps Insitution of Oceanography,UC San Diego
1149,Clark C Gibson,Professor,Political Science,UC San Diego
1150,Peter Shearer,Professor,Scripps Institution of Oceanography,UC San Diego
1151,William R. Young,Distinguished Professor,Scripps Institution of Oceanography,UC San Diego
1152,Julian Martinez-Iriarte,Assistant Professor,Economics,UC Santa Cruz
1153,Nathan Romero,Assistant Professor,Chemistry,UC San Diego
1154,Margaret Roberts,Professor,Political Science,UC San Diego
1155,Wei Xiong,Professor,Chemistry,UC San Diego
1156,Feng Qiao,Professor,Biological Chemistry,UC Irvine
1157,Russ Hovey,Professor,Animal Science,UC Davis
1158,Brenna Henn,Associate Professor,Genome Center,UC Davis
1159,Cindy Shen,Professor,Communication,UC Davis
1160,Heike Wulff,Professor and Vice Chair of Education,Pharmacology,UC Davis
1161,Jyoti Mishra,Associate Professor,Psychiatry,UC San Diego
1162,Marco Iacoboni,Professor,Psychiatry and Biobehavioral Sciences,UCLA
1163,Jim Chalfant,Professor Emeritus,Agricultural and Resource Economics,UC Davis
1164,Carla Koehler,Professor,Chemistry and Biochemistry,UCLA
1165,Jorge Mazza Rodrigues,Associate Professor,"Land, Air and Water Resources",UC Davis
1166,Ameer Taha,Professor,Food Science and Technology,UC Davis
1167,Francesco Bullo,Professor,Mechanical Engineering,UC Santa Barbara
1168,Xiangdong Zhu,Professor,Physics and Astronomy,UC Davis
1169,Michael A. McKibben,Research Professor,Earth and Planetary Sciences,UC Riverside
1170,Juan Pablo Pardo Guerra,Professor,Sociology,UC San Diego
1171,Morgan Tingley,Professor,Ecology and Evolutionary Biology,UCLA
1172,Brian Bailey,Associate Professor,Plant Sciences,UC Davis
1173,Salma Shariff-marco,Professor,Epidemiology & Biostatistics,UC San Francisco
1174,Luc Fecteau,Associate Professor,Physical Therapy and Rehabilitation Science,UC San Francisco
1175,Andrew Todd,Professor,Psychology,UC Davis
1176,Enrique Iglesia,Distinguished Professor (emeritus),Chemical and Biomolecular Engineering,UC Berkeley
1177,Marshall McMunn,Assistant Professor of Teaching,Entomology and Nematology,UC Davis
1178,Joseph M. O'Connor,Professor,Chemistry,UC San Diego
1179,Nitin Nitin,Professor,Food Science and Technology,UC Davis
1180,Junshan Zhang,Professor,Electrical and Computer Engineering,UC Davis
1181,Michael Jung,Associate Professor,Anesthesiology and Pain Medicine,UC Davis
1182,Robert P Johnson,Professor,Physics,UC Santa Cruz
1183,Andrew Little,Associate Professor,Political Science,UC Berkeley
1184,Robert Svoboda,Professor,Physics and Astronomy,UC Davis
1185,Marie C. Heffern,Associate Professor,Chemistry,UC Davis
1186,Dusan Keres,Professor,Astronomy&Astrophysics and Physics,UC San Diego
1187,Casey Perin,Professor,Philosophy,UC Irvine
1188,Nicholas C Spitzer,Distinguished Professor,Neurobiology,UC San Diego
1189,Angela M. Zivkovic,Professor,Nutrition,UC Davis
1190,Benedict Paten,Professor,Biomolecular Engineering,UC Santa Cruz
1191,Chen-Nee Chuah,Professor,Electrical & Computer Engineering,UC Davis
1192,Daniel Choe,Associate Professor,Human Ecology,UC Davis
1193,Melanie Cocco,Professor,Molecular Biology and Biochemistry,UC Irvine
1194,Colleen Petrik,Assistant Professor,Scripps Institution of Oceanography,UC San Diego
1195,Daniel Kane,Professor,CSE / Mathematics,UC San Diego
1196,Houman Homayoun,Professor,Electrical and Computer Engineering,UC Davis
1197,Oscar Perea-Rodriguez,Lecturer in Hispanic Studies,Spanish & Portuguese,UC Berkeley
1198,David Fortunato,Associate Professor,School of Global Policy and Strategy,UC San Diego
1199,David Norman Reznick,Distinguished Professor,"Evolution, Ecology and Organismal Biology",UC Riverside
1200,Brian Palenik,Professor,Scripps Institution of Oceanography,UC San Diego
1201,Qingzhu Yin,Professor,Earth and Planetary Sciences,UC Davis
1202,John Voss,Professor,Biochemistry & Molecular Medicine,UC Davis
1203,George Becker,Professor,Physics and Astronomy,UC Riverside
1204,Amal Alachkar,Professor of Teaching,Pharmaceutical Sciences,UC Irvine
1205,Olivier Civelli,Professor,Pharmaceutical Sciences,UC Irvine
1206,Jennifer Wong-Ma,Professor of Teaching,Computer Science,UC Irvine
1207,Lee Fleming,Professor,IEOR,UC Berkeley
1208,Paul Ullrich,Professor,Land Air and Water Resources,UC Davis
1209,Erich Muehlegger,Professor,Economics,UC Davis
1210,Hannah Carter,Professor,Medicine,UC San Diego
1211,Noah Rose,Assistant Professor,"Ecology, Behavior, and Evolution",UC San Diego
1212,Alon Goren,Associate Professor,Medicine,UC San Diego
1213,Shuya Yin,Professor,School of Business,UC Irvine
1214,Guodong Zhang,Associate Professor,Nutrition,UC Davis
1215,Dennis P. Lettenmaier,Distinguished Professor Emeritusy,Geography,UCLA
1216,Daria Siekhaus,Associate Professor,Molecular Cellular and Developmental Biology,UCLA
1217,Steven Constable,Professor,Scripps Institution of Oceanography,UC San Diego
1218,Amit Majithia,Associate Professor,Medicine,UC San Diego
1219,"Amparo Villablanca, MD","Professor, Cardiovascular Medicine","Internal Medicine, School of Medicine",UC Davis
1220,Carroll Seron,Professor. Emerita,"Criminology, Law & Society",UC Irvine
1221,Thomas Yeh,Assistant Professor of Teaching,Computer Science,UC Irvine
1222,Leonard Nunney,Professor,"Evolution, Ecology, and Organismal Biology",UC Riverside
1223,Manuela Martins-Green,Distinguished Professor,"Molecular, Cell and Systems Biology",UC Riverside
1224,Patricia E Phelps,Professor,Integrative Biology and Physiology,UCLA
1225,Carter T. Butts,Chancellor's Professor,"Sociology, Statistics, Computer Science, and EECS",UC Irvine
1226,Nathan Sayre,Professor,Geography,UC Berkeley
1227,Aaron Schulman,Associate Professor,Computer Science and Engineering,UC San Diego
1228,Ryan Hechinger,Professor,Scripps Institution of Oceanography,UC San Diego
1229,Xia Yang,Professor,Integrative Biology and Physiology,UCLA
1230,Carol Rachwald,Registrar,Law,UC Berkeley
1231,Christopher Barker,Professor,"Pathology, Microbiology, and Immunology",UC Davis
